mode,season,route_id,route_name,dir_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,parent_station,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow,ObjectId
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,Malden Center,place-mlmnl,949,49904,13,73,3839,1978,574
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,Massachusetts Avenue,place-masta,17613,11238,13,1355,864,10651,575
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,North Station,place-north,38630,30063,13,2972,2313,11452,576
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,Oak Grove,place-ogmnl,0,25707,13,0,1977,0,577
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,Roxbury Crossing,place-rcmnl,16078,3844,13,1237,296,8357,578
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,Ruggles,place-rugg,32018,8564,13,2463,659,10161,579
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,State,place-state,23450,47810,13,1804,3678,11835,580
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,Stony Brook,place-sbmnl,14350,1524,13,1104,117,5748,581
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,Sullivan Square,place-sull,5407,27681,13,416,2129,9095,582
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,Tufts Medical Center,place-tumnl,17861,9452,13,1374,727,12813,583
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,OFF_PEAK,Wellington,place-welln,1975,22033,13,152,1695,5737,584
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Assembly,place-astao,1402,662,60,23,11,502,585
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Back Bay,place-bbsta,396,6593,60,7,110,214,586
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Chinatown,place-chncl,347,2847,60,6,47,436,587
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Community College,place-ccmnl,1177,910,60,20,15,641,588
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Downtown Crossing,place-dwnxg,2959,9678,60,49,161,506,589
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Forest Hills,place-forhl,0,2264,60,0,38,0,590
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Green Street,place-grnst,60,365,60,1,6,51,591
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Haymarket,place-haecl,3266,1495,60,54,25,507,592
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Jackson Square,place-jaksn,294,827,60,5,14,66,593
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Malden Center,place-mlmnl,17328,112,60,289,2,393,594
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Massachusetts Avenue,place-masta,526,1571,60,9,26,185,595
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,North Station,place-north,3535,7923,60,59,132,508,596
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Oak Grove,place-ogmnl,8280,0,60,138,0,138,597
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Roxbury Crossing,place-rcmnl,206,1442,60,3,24,80,598
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Ruggles,place-rugg,540,4426,60,9,74,107,599
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,State,place-state,11568,3821,60,193,64,622,600
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Stony Brook,place-sbmnl,36,235,60,1,4,59,601
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Green Street,place-grnst,94,2243,60,2,37,122,602
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Sullivan Square,place-sull,12896,1491,60,215,25,666,603
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Tufts Medical Center,place-tumnl,606,5555,60,10,93,332,604
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wellington,place-welln,9691,327,60,162,5,517,605
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Assembly,place-astao,4119,1306,60,69,22,1269,606
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Haymarket,place-haecl,1939,295,60,32,5,140,607
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Back Bay,place-bbsta,1577,19995,60,26,333,675,608
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Jackson Square,place-jaksn,181,3762,60,3,63,187,609
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Chinatown,place-chncl,1503,6602,60,25,110,1293,610
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Malden Center,place-mlmnl,843,98,60,14,2,25,611
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Community College,place-ccmnl,4940,1989,60,82,33,1506,612
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Massachusetts Avenue,place-masta,1534,1361,60,26,23,258,613
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Downtown Crossing,place-dwnxg,8286,23002,60,138,383,1405,614
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,North Station,place-north,2084,603,60,35,10,103,615
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Forest Hills,place-forhl,0,8820,60,0,147,0,616
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Oak Grove,place-ogmnl,639,0,60,11,0,11,617
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Green Street,place-grnst,211,1778,60,4,30,145,618
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Roxbury Crossing,place-rcmnl,552,1900,60,9,32,235,619
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Haymarket,place-haecl,7206,4035,60,120,67,1432,620
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Ruggles,place-rugg,1476,2536,60,25,42,248,621
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Jackson Square,place-jaksn,1732,3078,60,29,51,197,622
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,State,place-state,3536,2017,60,59,34,172,623
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Stony Brook,place-sbmnl,93,2884,60,2,48,154,624
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Sullivan Square,place-sull,1264,295,60,21,5,71,625
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Tufts Medical Center,place-tumnl,862,1018,60,14,17,228,626
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Wellington,place-welln,620,71,60,10,1,35,627
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Assembly,place-astao,47580,9550,13,3660,735,11926,628
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Back Bay,place-bbsta,27245,69668,13,2096,5359,12405,629
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Chinatown,place-chncl,19471,32760,13,1498,2520,17023,630
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Community College,place-ccmnl,14486,4812,13,1114,370,15256,631
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Downtown Crossing,place-dwnxg,55536,82842,13,4272,6372,18046,632
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Forest Hills,place-forhl,0,53747,13,0,4134,0,633
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Green Street,place-grnst,730,20287,13,56,1561,4134,634
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Haymarket,place-haecl,36715,22572,13,2824,1736,17732,635
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Jackson Square,place-jaksn,3708,26047,13,285,2004,7153,636
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Malden Center,place-mlmnl,58095,1022,13,4469,79,6717,637
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Massachusetts Avenue,place-masta,12548,23509,13,965,1808,11561,638
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,North Station,place-north,56620,38571,13,4355,2967,16644,639
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Oak Grove,place-ogmnl,30307,0,13,2331,0,2331,640
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Roxbury Crossing,place-rcmnl,5444,21542,13,419,1657,8871,641
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Ruggles,place-rugg,11619,30484,13,894,2345,10110,642
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,State,place-state,66573,35165,13,5121,2705,20147,643
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Stony Brook,place-sbmnl,1225,20910,13,94,1608,5639,644
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Sullivan Square,place-sull,40144,6522,13,3088,502,14512,645
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Tufts Medical Center,place-tumnl,9602,27208,13,739,2093,15668,646
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,OFF_PEAK,Wellington,place-welln,31737,2104,13,2441,162,8999,647
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Assembly,place-astao,37772,7630,13,2906,587,8918,648
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Back Bay,place-bbsta,23028,47307,13,1771,3639,9311,649
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Chinatown,place-chncl,15466,19081,13,1190,1468,12079,650
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Community College,place-ccmnl,10446,3835,13,804,295,11366,651
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Downtown Crossing,place-dwnxg,37346,51083,13,2873,3929,12359,652
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Forest Hills,place-forhl,0,42444,13,0,3265,0,653
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Green Street,place-grnst,647,15830,13,50,1218,3265,654
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Haymarket,place-haecl,19886,11853,13,1530,912,11868,655
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Jackson Square,place-jaksn,2813,21048,13,216,1619,5639,656
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Malden Center,place-mlmnl,43825,914,13,3371,70,4982,657
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Massachusetts Avenue,place-masta,10406,16587,13,800,1276,8826,658
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,North Station,place-north,30050,31500,13,2312,2423,11258,659
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Oak Grove,place-ogmnl,21886,0,13,1684,0,1684,660
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Roxbury Crossing,place-rcmnl,4644,14179,13,357,1091,7020,661
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,Ruggles,place-rugg,9891,23672,13,761,1821,7775,662
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,OFF_PEAK,State,place-state,45130,25085,13,3472,1930,13416,663
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Malden Center,place-mlmnl,36381,209,60,606,3,946,664
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Massachusetts Avenue,place-masta,1491,4514,60,25,75,598,665
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,North Station,place-north,14267,19586,60,238,326,1378,666
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Oak Grove,place-ogmnl,25224,0,60,420,0,420,667
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Roxbury Crossing,place-rcmnl,796,6317,60,13,105,223,668
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Ruggles,place-rugg,1819,17470,60,30,291,324,669
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,State,place-state,28267,10605,60,471,177,1700,670
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Stony Brook,place-sbmnl,273,794,60,5,13,179,671
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Sullivan Square,place-sull,17985,3700,60,300,62,1497,672
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Tufts Medical Center,place-tumnl,1437,17727,60,24,295,1013,673
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Wellington,place-welln,23342,797,60,389,13,1274,674
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Assembly,place-astao,27356,5402,60,456,90,5466,675
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Back Bay,place-bbsta,8939,110557,60,149,1843,2072,676
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Chinatown,place-chncl,5644,32331,60,94,539,4583,677
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Community College,place-ccmnl,18521,18097,60,309,302,6081,678
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Downtown Crossing,place-dwnxg,38395,102054,60,640,1701,5039,679
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Forest Hills,place-forhl,0,26613,60,0,444,0,680
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Green Street,place-grnst,851,9409,60,14,157,444,681
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Haymarket,place-haecl,20122,16749,60,335,279,6211,682
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Jackson Square,place-jaksn,5571,12620,60,93,210,656,683
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Malden Center,place-mlmnl,128028,932,60,2134,16,3834,684
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Massachusetts Avenue,place-masta,5494,21088,60,92,351,1805,685
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,North Station,place-north,72552,64142,60,1209,1069,6160,686
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Oak Grove,place-ogmnl,101544,0,60,1692,0,1692,687
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Roxbury Crossing,place-rcmnl,3305,18004,60,55,300,777,688
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Ruggles,place-rugg,6979,52989,60,116,883,1028,689
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,State,place-state,64279,67062,60,1071,1118,6138,690
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Stony Brook,place-sbmnl,1049,5479,60,17,91,581,691
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Sullivan Square,place-sull,52058,9877,60,868,165,6122,692
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Tufts Medical Center,place-tumnl,8089,54115,60,135,902,3802,693
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_03,AM_PEAK,Wellington,place-welln,78481,1677,60,1308,28,5120,694
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Assembly,place-astao,39735,10205,60,662,170,4370,695
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Back Bay,place-bbsta,22173,105793,60,370,1763,3380,696
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Chinatown,place-chncl,18231,48273,60,304,805,5262,697
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Community College,place-ccmnl,39519,20245,60,659,337,5687,698
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Downtown Crossing,place-dwnxg,71193,112072,60,1187,1868,5722,699
Heavy Rail,Fall 2024,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Forest Hills,place-forhl,0,57528,60,0,959,0,700
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Ashmont,place-asmnl,75332,0,49,1537,0,1537,701
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Braintree,place-brntn,27347,0,49,558,0,558,702
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Broadway,place-brdwy,34856,13089,49,711,267,7346,703
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Central,place-cntsq,12890,36583,49,263,747,1958,704
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Charles/MGH,place-chmnl,16833,74733,49,344,1525,4493,705
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Davis,place-davis,2696,11355,49,55,232,483,706
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Downtown Crossing,place-dwnxg,48797,87406,49,996,1784,6537,707
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Fields Corner,place-fldcr,33607,5281,49,686,108,2549,708
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Harvard,place-harsq,4721,59008,49,96,1204,828,709
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,JFK/UMass,place-jfk,35220,28900,49,719,590,6498,710
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Kendall/MIT,place-knncl,4969,100014,49,101,2041,2497,711
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,North Quincy,place-nqncy,45118,5625,49,921,115,3491,712
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Park Street,place-pktrm,64648,102716,49,1319,2096,5700,713
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Porter,place-portr,2611,10205,49,53,208,661,714
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Quincy Adams,place-qamnl,22220,182,49,453,4,1041,715
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Quincy Center,place-qnctr,49503,1316,49,1010,27,2028,716
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Savin Hill,place-shmnl,21432,2649,49,437,54,2978,717
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Shawmut,place-smmnl,21050,815,49,430,17,1971,718
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,South Station,place-sstat,85764,87677,49,1750,1789,7300,719
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Wollaston,place-wlsta,31763,1281,49,648,26,2676,720
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Alewife,place-alfcl,0,38434,49,0,784,0,721
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Andrew,place-andrw,34608,8292,49,706,169,6703,722
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Ashmont,place-asmnl,73111,0,49,1492,0,1492,723
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Braintree,place-brntn,19649,0,49,401,0,401,724
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Broadway,place-brdwy,27290,13966,49,557,285,7094,725
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Central,place-cntsq,25238,58836,49,515,1201,3863,726
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Charles/MGH,place-chmnl,27642,55449,49,564,1132,5929,727
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Davis,place-davis,2782,32322,49,57,660,784,728
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Downtown Crossing,place-dwnxg,75949,109183,49,1550,2228,6945,729
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Fields Corner,place-fldcr,36479,8824,49,744,180,2408,730
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Harvard,place-harsq,15123,109064,49,309,2226,1955,731
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,JFK/UMass,place-jfk,50762,36435,49,1036,744,6084,732
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Kendall/MIT,place-knncl,20309,90462,49,414,1846,4535,733
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,North Quincy,place-nqncy,35457,7796,49,724,159,2771,734
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Park Street,place-pktrm,104372,134256,49,2130,2740,6430,735
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Porter,place-portr,3645,30918,49,74,631,1390,736
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Quincy Adams,place-qamnl,16806,347,49,343,7,781,737
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Quincy Center,place-qnctr,48510,2088,49,990,43,1738,738
Heavy Rail,Fall 2024,Red,Red Line,NB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Savin Hill,place-shmnl,19485,2892,49,398,59,2776,739
